id_estacion,no2_ugm3,no2_max_ugm3,nox_ugm3,pm10_ugm3,pm10_max_ugm3,pm25_ugm3,pm25_max_ugm3,o3_ugm3,o3_max_ugm3,so2_ugm3,co_mgm3,benceno_ugm3,nh3_ugm3,ruido_db,trafico_indice,intensidad_trafico,pct_vehiculos_pesados,densidad_poblacion,dist_industria_km,dist_via_principal_m,superficie_verde_pct,temp_media_c,humedad_pct,viento_kmh,precipitacion_mm,radiacion_solar,altitud_m,num_dias_superacion,entorno
EST001112,51,207,123,40,104,24,22,33,65,11.7,1.56,1.72,3.0,83.1,97,36021,13.6,5457,8.3,5,11.1,18.1,25,22.7,1094,374,862,31,interior
EST001113,51,201,108,64,119,33,17,49,81,42.6,0.78,1.81,9.8,53.1,46,38266,20.8,4700,2.2,185,8.2,16.5,57,15.7,754,324,0,27,costa
EST001114,34,111,57,42,83,8,70,53,64,10.7,0.56,3.14,4.4,63.1,79,37986,9.6,3975,10.4,543,23.1,16.6,88,13.4,772,566,0,60,interior
EST001115,36,177,100,25,100,23,74,67,147,4.6,0.55,2.49,3.8,60.6,70,25942,10.7,2814,7.5,768,20.1,19.4,50,15.5,438,402,96,24,costa
EST001116,2,59,10,17,52,8,17,124,147,4.9,0.1,0.1,16.8,44.8,31,100,16.0,20,13.4,669,47.3,15.9,58,16.3,397,481,422,36,costa
EST001117,19,159,59,31,59,20,88,82,138,12.6,0.26,2.44,0.5,73.1,59,38518,10.4,3487,6.3,64,43.0,19.8,56,13.5,676,447,229,16,costa
EST001118,53,138,91,54,110,29,16,40,25,48.8,1.41,2.8,15.1,63.6,52,39131,12.1,5197,2.0,5,6.6,14.6,87,21.9,561,468,191,57,costa
EST001119,12,10,3,14,19,11,23,105,206,0.0,0.24,0.94,13.1,43.4,16,100,0.6,2092,11.2,836,69.3,16.1,73,10.1,392,466,363,43,costa
EST001120,40,130,109,46,97,35,25,51,76,37.4,1.14,3.26,8.3,71.2,75,19705,18.6,8134,0.1,491,0.0,26.2,64,12.2,222,343,0,64,interior
EST001121,49,210,141,37,113,19,21,63,99,9.3,1.62,0.85,5.3,77.2,100,44268,15.4,10022,6.5,78,0.0,15.4,22,17.3,919,335,454,65,costa
EST001122,54,95,133,50,148,25,5,39,97,40.3,1.6,4.81,14.1,79.1,79,11896,29.5,1692,0.1,769,0.0,12.3,66,12.6,428,331,0,65,interior
EST001123,4,17,20,11,74,14,12,99,167,1.7,0.1,0.1,11.4,35.0,0,100,0.0,20,22.7,854,36.8,14.4,57,1.2,319,250,254,4,interior
EST001124,60,181,115,48,111,30,5,33,78,8.1,1.66,2.92,5.7,81.2,97,48020,12.4,7055,4.2,71,10.8,20.5,52,17.9,851,294,1253,76,interior
EST001125,2,10,3,16,27,4,16,97,191,6.0,0.1,0.1,19.8,48.8,0,100,15.5,20,11.0,747,56.0,24.3,47,4.9,193,359,0,33,interior
EST001126,4,69,25,24,48,8,5,102,172,0.0,0.21,2.05,21.7,41.7,4,9231,0.8,1331,4.1,936,42.4,18.5,55,17.1,140,381,500,19,interior
EST001127,50,240,76,50,132,44,17,40,125,25.1,0.96,3.13,6.0,63.2,61,12758,20.2,6259,7.5,291,0.0,20.8,61,14.6,203,349,0,42,interior
EST001128,19,34,3,8,36,8,12,127,182,9.3,0.1,1.89,16.6,45.9,0,12913,8.5,2813,15.7,865,46.6,15.6,61,16.0,364,496,430,2,costa
EST001129,38,116,74,48,118,26,36,33,37,42.9,1.37,2.96,12.7,70.3,50,25971,23.2,6487,0.1,667,11.3,16.5,71,8.2,466,333,185,49,costa
EST001130,58,165,103,44,124,39,5,29,102,42.8,0.94,3.23,12.9,76.9,31,49308,27.7,1607,0.1,725,9.0,17.1,62,15.2,433,465,90,55,interior
EST001131,50,122,124,36,128,34,12,40,53,1.9,1.89,1.19,0.5,68.9,98,41587,10.9,9452,9.5,5,0.0,19.3,55,27.6,1331,373,850,32,interior
EST001132,65,153,144,39,79,27,15,22,120,10.1,1.19,2.36,7.9,82.9,100,61025,21.0,7465,7.2,5,0.0,17.6,41,18.4,969,484,540,24,interior
EST001133,46,123,70,40,83,10,68,46,142,14.7,0.67,0.86,3.7,55.8,100,9500,15.4,771,3.1,5,34.5,25.5,74,22.1,657,545,573,35,costa
EST001134,60,215,150,42,111,26,5,56,96,2.0,1.06,4.32,0.5,73.6,92,41834,7.8,7004,8.0,5,0.0,21.3,29,21.4,1201,558,504,40,interior
EST001135,52,217,68,40,106,33,38,34,100,42.4,0.69,3.42,14.3,60.0,97,43740,24.1,2184,0.1,183,0.0,21.7,52,18.7,582,461,0,76,costa
EST001136,13,45,3,21,22,14,5,112,171,0.0,0.28,0.1,23.2,35.0,1,100,7.8,620,5.8,825,70.0,14.1,51,9.6,289,455,366,35,interior
EST001137,15,10,3,20,39,2,5,73,179,0.0,0.38,0.1,9.8,43.8,0,100,4.0,20,17.2,1095,42.3,17.9,77,14.5,650,459,336,14,costa
EST001138,69,197,110,46,162,21,38,63,101,11.4,1.51,2.02,0.9,76.0,100,52007,15.1,5957,3.6,207,18.9,23.9,44,28.1,965,271,312,22,interior
EST001139,20,10,20,13,10,13,44,97,230,12.7,0.32,0.47,14.3,49.1,0,5700,3.6,20,9.3,553,53.1,12.4,80,6.9,120,375,366,10,interior
EST001140,2,19,3,16,43,10,5,103,189,0.0,0.1,0.1,12.5,35.0,0,100,0.0,60,12.8,1016,48.8,16.8,60,9.5,160,328,14,16,costa
EST001141,2,10,40,17,21,11,5,95,203,5.9,0.46,0.7,22.0,43.1,22,100,0.0,2271,5.4,1249,44.7,13.4,68,7.9,288,473,591,8,costa
EST001142,39,84,40,38,111,18,79,62,131,2.7,1.05,1.58,7.6,54.1,97,8791,5.7,2108,10.7,596,4.9,22.2,70,13.0,337,459,166,12,interior
EST001143,38,67,46,21,110,14,93,52,120,0.0,0.64,1.79,0.5,72.4,34,2646,10.7,5789,1.7,775,19.4,23.0,85,26.7,787,562,283,20,costa
EST001144,45,34,49,45,92,9,71,90,136,11.1,0.96,1.14,3.3,55.6,63,29879,7.0,5283,3.4,629,9.0,21.1,83,14.8,573,370,503,48,costa
EST001145,2,40,3,10,40,2,5,108,204,0.0,0.1,0.1,11.7,35.0,0,100,1.5,4234,17.1,1338,26.8,16.3,68,13.5,290,336,145,31,interior
EST001146,51,214,132,53,88,29,9,49,62,6.5,0.74,3.54,0.5,64.2,100,56953,12.8,5393,5.0,716,22.4,19.0,50,20.7,763,460,810,55,interior
EST001147,24,200,146,47,108,27,21,30,98,0.0,1.09,3.69,0.5,56.4,58,57924,18.8,6648,6.7,5,12.1,15.4,45,21.3,614,433,417,38,costa
EST001148,38,10,38,6,10,2,40,104,188,0.3,0.1,0.1,16.8,35.9,0,100,4.3,20,2.7,823,49.9,16.0,59,4.7,244,430,5,22,costa
EST001149,57,217,69,41,55,29,9,33,138,3.1,1.6,2.78,3.5,75.8,100,54002,13.7,10007,11.6,5,8.7,18.3,35,15.8,1111,357,785,21,costa
EST001150,67,177,78,59,120,30,19,54,59,0.8,1.15,2.73,4.0,59.9,100,46589,6.0,7174,8.6,5,0.0,18.2,51,16.4,1050,306,267,20,costa
EST001151,39,87,37,32,55,24,65,75,127,3.9,0.47,1.88,1.1,43.3,23,23130,10.0,7543,10.4,92,8.7,17.3,69,19.1,660,538,89,36,costa
EST001152,2,10,6,22,24,7,33,128,181,0.0,0.4,0.36,24.6,37.5,22,4070,0.0,2110,8.0,872,68.8,18.7,62,12.8,322,522,0,18,costa
EST001153,6,46,10,24,43,11,5,96,184,5.4,0.11,1.24,17.2,35.0,0,1382,10.0,1203,8.1,892,56.6,15.3,65,8.8,462,280,97,42,costa
EST001154,36,230,109,49,127,31,30,34,37,30.3,1.52,3.07,16.1,68.5,64,35463,26.7,3168,0.1,448,0.0,14.5,57,10.4,644,573,0,88,interior
EST001155,52,247,115,30,131,26,5,52,51,1.0,1.52,2.5,4.9,69.6,100,43144,19.8,10892,16.7,5,8.2,18.7,47,29.1,607,476,587,51,interior
EST001156,49,116,52,31,108,21,35,45,135,0.0,0.56,1.34,2.3,49.8,67,13050,5.1,20,0.1,97,33.7,22.9,76,8.8,664,362,594,19,interior
EST001157,28,115,3,36,47,12,60,56,161,6.3,0.94,1.56,2.9,72.7,59,21157,5.9,8063,1.7,400,21.6,19.0,59,20.6,476,319,0,12,costa
EST001158,38,178,49,24,84,7,46,51,132,4.3,0.48,0.88,1.7,73.3,100,42263,1.3,2750,11.0,528,34.1,21.1,81,23.9,627,648,496,37,interior
EST001159,53,191,116,22,103,27,5,41,52,14.1,1.31,4.29,0.5,68.8,73,63751,20.9,6265,6.4,5,2.9,12.7,52,17.3,982,351,252,57,costa
EST001160,2,99,20,14,34,9,17,92,165,9.3,0.3,0.1,11.5,35.0,0,23926,7.4,20,15.9,1046,37.6,19.7,71,5.4,313,294,0,42,costa
EST001161,69,246,99,52,87,24,10,28,115,1.2,0.83,3.85,1.2,77.4,100,32180,15.4,10738,13.6,29,0.0,19.9,20,25.3,882,453,676,50,costa
EST001162,36,36,50,28,71,17,54,71,94,13.3,0.43,0.43,8.8,50.5,55,2141,5.5,2738,3.3,378,11.1,22.3,66,15.4,824,453,175,45,costa
EST001163,53,205,115,41,115,11,21,43,129,5.6,1.55,1.98,0.5,55.7,97,44688,19.0,11418,3.9,203,16.6,19.1,52,19.2,919,348,1224,38,interior
EST001164,5,88,29,15,53,4,12,89,187,0.0,0.45,0.61,21.2,44.5,9,100,0.0,3150,10.2,1166,34.8,17.4,60,13.5,120,429,400,19,interior
EST001165,37,158,72,32,68,26,65,79,113,10.2,0.73,1.98,10.0,68.2,58,26354,10.9,6012,5.2,631,30.2,17.6,66,24.6,677,331,500,1,interior
EST001166,25,46,98,23,108,19,90,89,124,12.3,0.78,0.79,0.5,74.6,79,12835,15.7,3812,0.1,299,12.8,15.4,73,13.6,523,377,389,17,interior
EST001167,73,157,112,51,81,30,16,33,62,4.0,1.39,2.07,4.7,79.9,100,44072,16.2,9387,9.9,5,14.3,15.5,39,25.8,1158,524,1327,85,costa
EST001168,83,268,158,42,86,20,6,50,76,3.1,1.93,3.38,6.7,90.0,100,33835,22.4,5706,8.0,5,14.3,19.8,20,24.4,914,345,870,69,interior
EST001169,62,209,116,38,70,33,5,47,107,3.0,2.1,2.36,0.5,81.4,100,75425,4.7,6469,13.3,5,27.9,15.0,33,19.8,699,618,1152,59,costa
EST001170,52,227,64,42,83,24,23,37,156,28.1,1.73,4.78,12.8,71.4,95,34043,19.3,4836,3.2,5,12.9,19.5,65,20.8,147,319,0,45,interior
EST001171,15,160,67,28,94,27,60,83,141,9.8,0.35,1.82,4.5,70.3,44,31197,2.7,5555,0.1,370,19.8,19.5,56,14.2,838,509,0,9,costa
EST001172,20,10,3,32,31,5,26,80,206,1.3,0.56,0.73,19.0,43.5,24,7092,0.5,20,13.0,1394,38.2,13.1,65,7.3,309,312,235,26,interior
EST001173,2,10,3,15,23,12,5,105,197,1.3,0.1,0.1,20.5,36.8,0,6818,0.0,20,16.4,896,67.6,16.2,82,12.2,439,466,391,54,costa
EST001174,67,237,103,27,131,26,5,19,22,5.8,1.39,3.47,0.5,78.7,100,33335,9.0,9128,1.4,103,17.9,14.8,36,14.3,950,261,529,53,costa
EST001175,38,40,30,38,76,23,73,82,94,1.7,0.62,2.12,7.9,72.5,79,7915,11.3,20,12.8,176,11.1,22.4,73,20.3,520,534,288,42,costa
EST001176,56,106,104,49,74,33,17,15,60,39.3,0.75,2.51,12.3,73.6,50,20589,8.7,3068,0.1,189,31.2,20.6,78,17.0,313,507,0,73,interior
EST001177,42,162,67,38,153,33,64,26,91,43.1,0.71,2.45,9.2,68.7,42,30453,20.3,5502,0.1,523,43.2,15.6,57,9.4,120,427,0,55,costa
EST001178,51,146,127,42,76,31,5,40,71,7.4,1.49,2.02,6.5,83.0,55,62084,16.1,5415,20.7,424,15.1,20.2,43,21.6,1078,446,668,27,interior
EST001179,29,88,89,29,83,27,49,53,104,16.3,0.58,1.55,3.5,52.5,54,24685,9.2,5518,4.4,303,28.2,21.0,71,12.9,646,369,0,0,costa
EST001180,50,233,111,49,85,13,22,48,143,3.4,1.92,2.3,11.2,75.3,100,54718,13.4,5249,11.1,5,3.0,20.8,26,16.2,835,467,530,40,interior
EST001181,40,257,72,53,118,38,8,20,40,36.8,1.32,2.8,8.6,75.1,59,10874,19.2,2180,0.5,360,3.9,18.5,67,18.9,145,364,88,72,interior
EST001182,71,198,196,38,96,26,5,35,61,0.0,1.58,2.73,1.2,73.5,97,56330,9.9,7492,11.0,5,6.8,16.3,29,21.5,1044,375,887,60,interior
EST001183,39,136,25,26,83,12,62,80,134,6.0,1.29,1.8,7.1,43.3,58,20419,7.3,6366,11.0,93,10.6,17.3,67,27.8,403,470,0,22,interior
EST001184,73,208,120,60,65,35,25,6,71,0.0,1.83,2.17,0.5,73.3,81,59928,16.3,6526,8.7,5,16.2,16.2,37,28.5,1042,592,780,66,costa
EST001185,54,199,56,59,82,32,6,43,60,38.6,1.15,4.49,15.7,80.2,69,41028,24.7,3830,9.4,441,15.9,18.5,67,21.6,339,343,0,53,costa
EST001186,46,248,99,52,118,31,49,31,90,42.3,1.22,5.35,14.6,74.7,84,23027,22.7,8027,2.1,349,19.8,14.4,77,17.8,441,347,0,50,interior
EST001187,2,12,27,5,25,4,14,107,206,0.0,0.51,0.1,17.0,46.6,0,9900,0.9,2474,14.0,618,48.7,14.0,59,15.9,341,273,442,0,interior
EST001188,27,114,74,36,46,19,71,57,136,8.8,0.82,2.09,9.3,54.6,65,17054,16.1,3216,10.8,696,22.9,21.1,69,21.1,476,439,262,55,costa
EST001189,37,76,40,43,106,22,91,62,108,12.3,1.09,1.72,2.7,63.5,45,26386,20.3,1842,8.8,570,23.6,22.2,59,16.0,779,397,95,44,costa
EST001190,67,210,133,55,91,31,5,40,56,5.8,1.43,2.14,5.6,62.8,89,66805,12.9,5726,4.5,5,0.0,14.9,42,21.3,1094,448,511,42,costa
EST001191,59,118,66,43,128,26,16,26,44,33.4,1.8,3.7,3.8,71.9,99,22885,23.9,5921,0.1,358,0.0,18.7,62,18.8,621,396,0,76,costa
EST001192,28,94,24,24,117,14,64,27,112,4.7,0.66,1.11,14.2,75.0,73,16446,8.0,2154,6.7,5,10.2,21.2,86,12.8,636,408,311,45,interior
EST001193,61,240,107,47,94,30,16,29,58,13.1,1.67,2.58,5.2,69.8,100,45649,16.3,10130,13.6,46,0.4,18.3,20,21.8,870,304,990,66,interior
EST001194,58,258,167,41,112,25,5,46,56,0.0,1.37,1.42,6.8,77.1,100,45578,11.4,4582,8.5,5,6.7,13.7,45,14.1,878,354,527,98,costa
EST001195,2,45,3,16,70,2,17,111,173,0.0,0.64,0.45,15.3,47.5,0,2644,2.9,491,16.0,1205,51.5,13.3,80,12.1,120,275,288,32,interior
EST001196,49,217,139,39,107,30,46,22,86,37.0,1.48,1.8,11.6,83.9,84,41755,24.8,4407,0.1,622,20.5,19.7,61,12.4,525,372,0,38,costa
EST001197,93,238,114,49,79,33,11,22,81,0.0,1.67,1.87,2.6,80.7,98,36908,16.3,5734,8.4,5,18.9,17.7,21,18.2,843,466,715,74,interior
EST001198,6,29,15,19,63,9,49,116,222,0.4,0.36,0.1,14.0,47.1,18,3412,0.0,1034,13.9,1389,57.5,19.2,70,9.4,120,239,721,39,costa
EST001199,26,132,12,20,81,15,53,64,136,17.2,0.63,1.13,0.5,41.0,88,6694,15.5,6893,2.5,138,40.4,20.3,56,17.1,619,416,137,37,interior
EST001200,70,138,94,49,111,29,5,5,28,1.4,1.09,1.97,0.5,80.2,100,46960,14.7,12000,10.1,158,1.3,19.0,42,29.3,873,521,700,45,costa
EST001201,56,193,125,52,120,33,9,58,80,0.0,1.65,2.54,11.2,88.2,100,60321,10.4,10621,9.7,386,0.0,20.4,32,23.0,683,512,441,33,interior
EST001202,5,10,35,9,46,2,18,100,192,0.0,0.1,0.61,9.4,44.7,0,8195,2.7,20,21.2,560,39.5,10.6,47,8.1,231,437,379,26,costa
EST001203,69,176,113,46,71,33,8,34,91,4.8,1.57,2.72,0.5,90.0,100,35075,13.9,10817,14.8,5,19.2,19.6,20,18.0,880,363,1198,97,interior
EST001204,51,153,120,37,55,16,72,88,125,0.0,1.03,2.41,10.3,76.2,61,11341,6.0,5153,10.9,352,33.1,22.3,75,24.3,961,528,440,40,costa
EST001205,59,271,213,41,80,45,25,36,75,1.9,1.05,0.89,10.3,81.5,100,30636,13.5,7315,3.8,5,0.0,22.7,64,17.9,840,396,483,42,interior
EST001206,53,237,113,44,126,27,25,40,104,1.6,1.47,2.93,0.5,80.9,100,44672,10.8,6921,13.6,5,0.0,18.0,39,18.7,822,385,751,99,interior
EST001207,59,205,125,58,82,28,5,33,126,10.9,0.88,0.73,2.9,81.5,100,63204,16.0,10590,10.7,16,0.0,17.4,36,24.6,996,357,1000,54,interior
EST001208,55,236,149,46,82,27,5,49,91,8.0,1.69,2.84,2.2,76.6,100,40112,8.2,8631,17.8,5,0.0,16.6,28,17.8,849,325,104,69,costa
EST001209,39,89,51,36,90,24,84,79,131,11.7,0.8,1.6,2.2,70.7,41,29967,13.3,8060,10.6,156,38.9,23.4,68,19.2,785,596,42,17,costa
EST001210,52,219,122,50,70,19,5,23,68,2.2,0.58,2.17,0.5,76.4,100,51337,20.6,12000,12.6,5,12.6,19.3,33,25.9,783,449,893,56,costa
EST001211,2,64,8,11,53,5,17,80,194,1.6,0.95,0.97,25.9,35.0,23,19357,9.0,20,14.5,1077,53.4,22.1,53,12.2,249,328,561,31,costa
EST001212,75,120,117,51,115,16,45,28,68,0.4,1.25,3.84,12.9,72.6,100,46102,19.2,5215,16.7,143,0.0,21.3,67,25.7,1013,370,811,45,interior
EST001213,46,226,137,36,110,19,23,25,48,3.5,1.76,2.87,1.9,87.9,97,44808,17.4,6159,11.9,5,10.3,24.7,20,20.6,1072,408,589,81,interior
EST001214,38,88,115,25,97,31,102,78,143,0.0,0.62,1.49,0.5,55.0,69,28924,6.0,2356,10.9,223,42.9,19.0,89,24.4,471,353,205,15,interior
EST001215,78,208,92,56,78,25,15,18,58,0.0,1.52,1.41,6.9,68.9,100,50825,15.0,6169,12.0,294,9.8,7.4,31,22.1,1025,530,659,40,interior
EST001216,33,157,63,33,48,21,36,45,176,0.0,0.45,1.64,2.0,51.6,62,943,0.2,9179,5.3,489,12.7,22.3,49,9.9,735,443,336,40,costa
EST001217,30,136,71,32,56,5,86,75,105,0.0,0.85,2.94,0.5,69.8,47,59701,14.8,6233,4.1,559,11.9,18.5,55,20.6,354,446,0,32,interior
EST001218,45,197,100,53,120,26,25,31,79,36.0,1.16,3.64,0.5,64.6,51,29564,23.0,2756,0.1,264,0.0,19.2,64,19.1,297,541,0,39,interior
EST001219,26,52,13,22,45,10,5,94,198,0.0,0.64,0.87,26.5,47.9,0,3175,1.2,170,23.4,561,53.0,15.8,61,9.3,466,369,75,39,interior
EST001220,11,10,3,29,36,5,5,104,202,3.4,0.22,0.1,19.1,35.0,4,3648,3.7,20,23.5,952,56.7,17.6,57,6.8,328,411,0,26,interior
EST001221,30,230,122,46,88,30,8,23,44,5.9,1.46,1.92,8.4,77.0,86,51867,3.6,8069,14.1,5,16.5,18.7,28,21.9,888,380,1060,62,interior
EST001222,58,190,116,44,112,27,5,35,146,40.8,1.33,2.24,8.2,68.5,62,32517,21.2,5089,0.1,161,21.2,18.9,76,16.5,192,413,0,50,costa
EST001223,44,167,101,43,77,32,15,51,47,41.4,0.68,2.7,14.7,69.3,68,16799,25.4,42,0.1,116,3.1,19.3,55,21.3,170,261,0,60,interior
EST001224,3,10,33,3,35,2,25,108,176,5.9,0.1,0.1,21.1,35.0,18,100,1.7,20,11.3,982,37.2,17.0,68,11.6,161,541,264,32,interior
EST001225,2,68,3,13,48,4,29,97,202,6.7,0.2,0.1,21.7,35.0,0,100,5.3,20,15.6,1105,43.0,14.2,55,10.3,120,365,455,13,costa
EST001226,51,119,71,46,69,16,52,86,140,8.1,0.63,2.39,7.1,66.5,75,18432,12.8,3430,19.3,23,32.8,22.4,74,28.2,717,297,106,55,costa
EST001227,76,149,86,22,111,31,31,47,107,7.2,1.62,1.03,0.5,80.5,100,39956,15.4,7336,13.2,5,0.0,15.5,35,23.5,699,500,585,51,costa
EST001228,73,195,105,26,79,34,48,26,46,10.5,1.45,2.99,12.9,77.1,91,39021,5.5,8587,13.9,5,0.0,19.7,59,17.9,676,384,791,54,interior
EST001229,21,16,73,3,10,4,16,119,178,4.3,0.55,0.52,24.3,44.9,0,100,9.7,20,13.1,880,36.8,13.1,69,10.2,120,287,301,31,costa
EST001230,2,10,4,20,47,5,5,108,233,2.1,0.33,2.18,22.5,40.8,16,3286,0.0,20,13.6,976,66.4,18.8,50,12.9,257,387,502,15,interior
EST001231,25,85,21,37,69,19,85,65,96,9.0,1.07,0.1,3.6,67.9,0,17886,6.3,6962,11.3,704,16.4,23.1,68,19.5,753,536,0,30,interior
EST001232,74,201,167,49,60,23,5,9,121,8.6,0.74,3.56,5.7,81.0,89,75835,19.5,6883,11.8,5,14.9,15.7,48,16.4,825,401,749,46,interior
EST001233,50,165,58,30,68,10,54,65,176,15.2,0.43,0.42,6.8,67.3,66,22013,11.1,9094,2.2,922,37.6,18.4,54,18.0,602,537,0,25,costa
EST001234,49,167,63,33,85,15,83,76,170,20.0,0.99,2.27,11.6,39.7,71,38374,3.3,6643,5.2,417,26.7,20.7,65,10.1,785,544,230,23,costa
EST001235,10,24,39,11,34,2,13,105,218,13.1,0.55,0.44,19.1,35.0,0,6416,6.2,20,17.9,652,46.9,16.4,78,12.1,223,254,148,35,interior
EST001236,35,97,74,29,84,21,73,67,117,12.6,0.71,1.69,0.5,57.5,83,18101,12.0,3374,0.1,203,2.3,15.0,84,18.3,927,495,631,30,costa
EST001237,52,230,130,39,87,26,15,40,80,13.8,1.0,3.31,0.5,71.8,77,39297,23.3,8987,15.1,5,19.3,20.3,27,18.8,1127,520,642,62,interior
EST001238,74,221,40,48,119,22,7,34,78,6.4,1.22,2.88,7.0,75.4,100,53210,15.7,5210,0.4,78,35.9,16.6,59,18.9,953,460,306,50,costa
EST001239,53,194,94,49,93,27,25,26,113,33.9,1.35,3.38,14.1,47.2,41,46122,22.5,4962,4.2,53,4.0,20.9,67,17.3,510,424,0,47,interior
EST001240,32,265,165,54,67,37,5,40,99,41.2,1.6,3.47,0.5,81.3,75,6535,22.1,3846,3.4,474,10.8,20.6,58,13.0,634,299,0,48,interior
EST001241,60,194,147,48,76,27,19,46,71,8.1,1.01,2.01,0.5,69.6,100,52172,13.4,8024,8.8,5,15.5,23.5,30,20.2,1013,447,1078,57,costa
EST001242,77,217,107,35,117,24,6,13,142,3.0,0.92,1.4,7.4,79.9,92,62085,20.1,6758,3.4,199,19.6,22.0,45,16.8,978,463,925,41,costa
EST001243,14,135,34,28,91,22,73,52,128,5.4,1.36,3.23,5.1,47.6,38,16718,4.7,6443,6.6,952,22.8,20.1,71,15.8,752,390,498,27,costa
EST001244,42,72,91,35,74,16,81,78,151,6.6,0.57,1.84,5.3,74.1,35,16304,6.4,2176,0.1,216,25.1,19.2,68,19.5,679,482,478,17,interior
EST001245,30,153,78,32,111,19,96,70,116,11.4,0.97,2.51,7.1,61.0,77,32926,13.1,1765,3.5,583,18.3,24.9,83,19.8,614,609,324,27,costa
EST001246,59,225,72,47,157,28,15,24,60,37.5,0.81,3.24,10.3,78.0,81,29761,18.3,5029,0.1,21,27.3,21.7,76,11.6,177,419,0,58,costa
EST001247,38,117,63,32,18,24,72,51,86,13.1,0.98,1.5,20.5,52.5,35,22141,6.0,3846,11.5,552,30.5,22.7,54,17.0,731,476,299,13,costa
EST001248,41,98,67,34,78,15,58,47,125,8.0,0.47,0.23,15.1,77.8,72,22988,13.0,1126,2.7,668,35.8,16.9,49,13.4,722,516,144,28,interior
EST001249,79,213,84,52,61,25,5,27,82,0.0,1.04,1.67,6.4,77.6,80,57479,14.5,12000,2.6,119,0.0,14.9,32,20.2,976,576,669,46,interior
EST001250,43,222,87,53,80,34,27,34,100,51.7,0.85,4.53,16.6,64.1,74,12376,20.3,6830,1.8,183,17.2,17.0,57,13.2,841,514,319,46,costa
EST001251,2,10,33,11,35,7,5,131,218,12.2,0.1,0.64,25.9,35.0,0,16191,5.7,20,12.6,830,56.2,14.5,65,5.5,578,258,262,33,costa
EST001252,63,263,98,50,168,38,7,50,113,39.0,1.75,4.03,5.0,60.2,58,22685,23.0,3382,4.3,409,11.0,23.0,76,19.4,574,473,0,62,interior
EST001253,2,10,3,18,52,9,24,90,176,6.1,0.1,0.99,12.8,36.7,0,100,6.1,3876,6.1,1493,47.2,13.1,73,5.4,456,414,757,32,costa
EST001254,58,192,132,40,98,19,25,44,68,6.3,1.12,1.84,0.5,70.7,100,58141,14.4,11201,1.8,5,0.0,19.6,28,19.9,1072,554,376,36,costa
EST001255,54,236,127,45,57,38,5,44,120,6.1,1.01,0.25,0.6,62.2,95,68621,17.3,7651,9.1,5,0.0,15.8,48,27.6,1204,383,816,66,costa
EST001256,79,219,120,50,82,21,9,16,58,3.8,0.89,2.35,13.5,89.7,88,60635,20.5,10315,12.8,187,15.8,14.0,49,23.9,868,287,654,56,interior
EST001257,72,231,111,47,50,26,7,39,47,15.0,1.31,5.12,0.5,81.2,100,44637,15.6,8938,12.3,89,2.5,17.1,26,24.8,1115,432,1047,59,interior
EST001258,12,144,85,45,98,16,97,66,170,16.9,0.1,0.81,2.0,68.7,38,19027,3.7,5856,10.2,655,14.5,12.5,81,14.3,511,563,56,65,interior
EST001259,46,223,38,49,122,42,29,5,101,35.9,1.08,3.02,11.0,67.7,86,31116,26.1,3151,3.0,454,2.5,21.8,59,13.5,356,427,0,86,interior
EST001260,31,209,133,54,139,32,34,32,20,28.4,1.45,4.75,13.0,71.8,55,32296,21.2,3826,0.1,466,6.5,19.6,72,19.6,137,232,0,52,costa
EST001261,21,98,34,22,79,29,64,47,109,0.0,0.6,2.33,10.3,58.7,57,16554,11.8,1804,11.2,92,19.8,23.8,64,18.2,540,629,290,16,costa
EST001262,68,241,81,37,92,32,27,25,75,4.5,1.31,2.88,0.5,71.7,100,41190,22.6,5326,5.4,255,7.3,18.4,44,25.8,722,502,714,44,costa
EST001263,2,43,3,11,34,2,5,108,171,13.6,0.39,1.29,18.3,37.9,0,100,0.0,1324,2.6,1171,47.6,14.3,46,12.8,120,432,162,38,interior
EST001264,34,82,21,36,42,33,72,56,172,10.1,0.99,1.74,4.0,56.8,39,21674,13.2,3408,8.0,5,44.9,23.3,77,20.0,567,479,145,37,interior
EST001265,74,202,85,48,123,28,5,38,20,0.0,1.3,1.32,12.8,63.6,62,67693,18.7,9666,5.5,5,0.0,14.0,33,22.6,1014,464,639,43,interior
EST001266,20,155,79,45,72,23,70,52,110,10.4,0.49,2.25,4.0,56.7,54,28529,9.0,4784,0.5,225,15.9,23.5,65,20.3,655,507,487,33,interior
EST001267,16,10,31,13,41,6,6,77,209,0.0,0.1,1.24,16.4,47.0,0,16660,7.6,1415,6.9,513,50.6,11.3,82,9.8,372,437,255,45,costa
EST001268,61,234,138,39,55,25,15,5,65,3.7,1.59,2.56,0.5,80.1,68,65604,8.5,5609,8.3,10,10.2,19.7,48,20.6,1013,453,879,47,costa
EST001269,15,57,3,18,40,3,12,128,201,2.5,0.1,0.1,11.8,41.1,0,5404,0.0,20,16.8,917,70.0,14.3,71,16.1,120,294,357,36,costa
EST001270,2,10,28,31,59,2,25,96,189,2.3,0.38,0.1,14.9,47.2,22,5347,0.0,20,13.7,764,26.6,20.1,77,13.7,334,291,680,23,costa
