id_parcela,temp_media_c,temp_max_c,temp_min_c,humedad_pct,humedad_suelo_pct,precipitacion_mm,precipitacion_acum_30d_mm,horas_humectacion_foliar,ndvi,ndwi,indice_estres_hidrico,dias_desde_tratamiento,num_tratamientos_campana,densidad_plantas_m2,ph_suelo,materia_organica_pct,nitrogeno_ppm,conductividad_suelo,altitud_m,pendiente_pct,dist_foco_plaga_km,trampas_capturas_num,grados_dia_acumulados,indice_presion_plaga,cobertura_vegetal_pct,edad_cultivo_dias,tipo_cultivo,sistema_riego,uso_fitosanitario,variedad_resistente,manejo,perdida_cosecha
CSC003520,15.2,29.5,15.9,65,21.8,72,30,2.3,0.79,0.07,0.26,10,4,234,6.6,2.3,21,2.08,331,10.2,0.2,18,891,56,81,100,vid,secano,no,si,integrado,0
CSC003521,25.8,19.9,12.7,90,23.0,70,60,14.3,0.42,0.13,0.18,25,5,174,6.7,1.5,13,1.45,518,0.0,26.0,4,1145,17,86,201,trigo,goteo,si,no,integrado,0
CSC003522,23.6,27.7,15.4,81,30.4,53,113,13.0,0.78,0.34,0.38,35,3,150,6.5,2.2,25,1.93,441,14.6,10.6,16,1001,33,42,124,maiz,secano,si,no,convencional,0
CSC003523,15.2,25.7,18.8,78,23.4,76,113,8.9,0.59,0.07,0.42,20,4,189,6.5,4.0,30,0.97,337,9.9,16.5,15,1203,52,48,60,horticola,goteo,no,no,convencional,1
CSC003524,9.9,33.5,17.8,71,13.9,0,137,7.2,0.63,0.36,0.26,67,4,139,6.3,3.2,15,1.16,458,2.9,12.4,20,1027,65,100,117,horticola,goteo,si,no,convencional,0
CSC003525,21.2,27.4,14.4,76,30.2,12,149,1.8,0.77,0.28,0.32,10,3,196,6.5,3.8,2,0.66,875,11.7,10.9,32,225,35,100,48,maiz,secano,si,no,convencional,0
CSC003526,12.9,26.5,14.8,45,21.7,53,133,12.6,0.67,0.32,0.57,20,4,244,7.0,1.4,21,1.16,187,0.0,2.5,0,911,28,54,105,maiz,goteo,no,no,convencional,0
CSC003527,14.0,33.5,17.3,71,18.8,14,99,10.6,0.76,0.13,0.54,18,2,143,6.4,2.0,19,0.8,29,2.0,6.8,16,1413,54,73,143,trigo,goteo,si,si,ecologico,0
CSC003528,22.6,34.7,18.1,59,26.0,13,129,6.3,0.41,0.13,0.01,15,3,187,7.2,4.2,27,1.23,325,6.4,15.4,13,855,76,59,71,citricos,goteo,no,no,convencional,0
CSC003529,15.1,28.0,6.8,71,33.7,0,98,0.0,0.63,0.37,0.23,41,2,138,6.9,2.1,35,0.59,281,8.1,22.2,34,858,22,52,168,trigo,goteo,no,no,integrado,0
CSC003530,19.4,32.5,9.4,63,23.3,22,85,0.0,0.77,0.17,0.46,14,1,177,5.6,3.0,27,0.27,0,12.8,2.2,32,888,32,58,139,maiz,aspersion,si,no,convencional,0
CSC003531,18.9,29.7,17.9,87,24.5,43,118,11.5,0.83,0.38,0.2,14,4,173,7.2,0.7,23,0.54,922,7.9,10.5,0,940,39,47,183,citricos,goteo,si,no,convencional,0
CSC003532,11.7,27.8,9.2,40,26.6,0,0,9.0,0.65,0.4,0.39,25,1,188,6.8,1.0,15,1.09,414,9.0,12.9,5,727,48,52,7,citricos,secano,no,si,convencional,0
CSC003533,18.7,29.7,10.0,58,16.6,52,32,4.8,0.6,0.26,0.21,15,2,161,7.1,2.8,29,0.1,459,15.7,5.8,27,471,51,44,153,vid,goteo,si,no,convencional,1
CSC003534,18.2,29.1,7.4,60,23.3,76,19,4.5,0.35,0.04,0.3,15,1,164,6.8,1.6,19,0.64,438,17.0,8.1,5,525,39,74,29,maiz,secano,no,si,convencional,0
CSC003535,17.1,32.2,17.4,89,13.5,45,121,14.8,0.43,0.12,0.52,0,5,202,5.7,1.5,19,1.7,296,7.8,16.8,26,589,36,76,156,olivo,aspersion,no,si,integrado,0
CSC003536,24.3,33.4,14.2,64,27.7,58,59,3.4,0.51,0.36,0.31,58,2,182,6.3,3.4,17,0.54,334,0.7,9.0,25,1083,58,75,90,horticola,secano,no,no,ecologico,0
CSC003537,13.0,29.2,17.9,79,18.9,68,108,13.8,0.71,-0.04,0.56,52,1,199,6.4,3.4,21,1.19,367,9.0,6.5,15,884,11,92,33,horticola,secano,si,si,ecologico,0
CSC003538,17.0,29.0,12.7,61,24.1,23,115,3.1,0.76,0.34,0.58,0,3,168,6.5,3.2,16,1.29,323,19.4,18.0,11,882,21,60,59,vid,goteo,no,no,ecologico,0
CSC003539,15.6,29.5,18.4,53,25.7,42,143,13.9,0.36,0.28,0.27,19,3,199,7.2,2.2,27,0.78,245,0.0,6.4,53,795,46,75,96,trigo,goteo,si,si,ecologico,0
CSC003540,19.9,28.4,16.0,74,21.5,41,152,12.2,0.59,0.24,0.45,10,4,154,6.8,3.1,33,2.09,211,12.2,16.1,27,1329,17,88,129,vid,goteo,si,si,convencional,0
CSC003541,23.4,33.5,10.8,72,21.2,79,147,11.9,0.81,-0.11,0.39,35,5,261,5.1,0.5,28,0.1,540,6.1,11.2,5,1114,49,68,120,vid,secano,si,si,convencional,0
CSC003542,17.0,33.6,16.6,51,25.8,36,92,10.4,0.61,0.14,0.0,42,0,148,6.0,2.2,31,0.71,732,6.9,12.8,29,1146,17,95,104,horticola,secano,si,no,convencional,0
CSC003543,20.2,23.0,10.7,50,15.8,33,106,7.9,0.56,0.01,0.08,10,3,175,6.7,3.6,33,1.07,230,9.4,16.3,8,609,37,76,76,citricos,aspersion,no,no,ecologico,0
CSC003544,24.1,32.0,9.7,53,20.5,93,115,9.3,0.55,0.03,0.3,31,3,228,6.8,2.4,21,0.45,826,17.8,19.1,17,974,28,93,35,citricos,goteo,no,si,convencional,0
CSC003545,19.2,31.5,10.5,52,24.1,38,186,9.9,0.7,0.39,0.32,34,0,143,6.1,2.5,27,0.1,428,7.9,19.4,0,1166,41,70,86,horticola,goteo,no,no,convencional,0
CSC003546,20.3,26.3,7.8,62,18.8,51,63,0.0,0.57,0.3,0.44,0,3,124,6.3,3.3,31,0.77,442,0.0,5.0,34,1136,52,83,133,trigo,secano,no,no,ecologico,0
CSC003547,25.8,25.8,14.7,48,14.8,29,117,13.4,0.59,0.08,0.33,0,2,197,6.3,0.9,25,1.48,513,8.4,3.5,36,505,37,72,128,horticola,goteo,no,si,convencional,0
CSC003548,13.2,31.1,10.6,43,36.1,25,111,9.8,0.55,0.14,0.23,38,1,235,7.0,2.8,23,1.02,424,10.3,10.1,34,687,94,41,112,horticola,goteo,si,no,integrado,1
CSC003549,17.3,37.4,10.3,55,16.2,88,117,16.0,0.73,0.31,0.18,0,5,144,5.7,2.7,13,1.47,428,16.8,12.0,28,889,17,60,74,maiz,secano,si,no,convencional,0
CSC003550,15.1,25.4,9.2,36,27.8,26,96,12.5,0.51,0.27,0.41,30,2,148,7.0,2.9,29,0.3,155,5.5,8.7,14,875,92,44,129,olivo,secano,si,no,integrado,0
CSC003551,18.8,24.7,13.7,71,20.7,76,150,1.5,0.74,0.28,0.32,0,3,222,6.8,2.2,26,1.25,400,3.1,20.1,11,937,53,66,216,olivo,aspersion,si,si,convencional,0
CSC003552,25.8,25.4,12.3,66,31.7,73,105,10.1,0.57,0.44,0.37,14,4,182,6.3,4.3,18,1.19,313,4.0,2.4,15,906,20,72,79,horticola,aspersion,no,no,convencional,0
CSC003553,13.4,28.6,12.1,100,5.0,71,89,8.3,0.69,0.24,0.8,18,3,138,6.5,1.8,21,0.86,210,0.7,10.2,18,703,50,81,172,vid,secano,si,no,convencional,0
CSC003554,23.7,24.3,5.7,58,18.8,41,72,3.9,0.63,0.03,0.42,38,2,186,7.5,3.4,12,1.02,501,10.1,8.3,26,777,84,93,160,citricos,secano,no,no,convencional,1
CSC003555,19.4,28.4,14.1,90,32.2,85,65,14.7,0.71,0.21,0.21,30,0,120,7.2,1.9,23,1.24,522,0.4,2.3,37,990,54,72,118,trigo,goteo,no,no,ecologico,1
CSC003556,23.3,30.9,12.8,100,30.0,0,121,6.4,0.8,-0.04,0.3,49,0,127,6.3,2.8,21,0.49,419,17.5,18.8,0,568,40,75,186,citricos,secano,no,no,convencional,0
CSC003557,22.3,30.6,8.1,64,22.9,8,112,6.8,0.6,0.16,0.16,53,7,203,7.5,3.0,23,0.95,630,0.0,24.7,34,798,66,78,60,maiz,secano,si,no,convencional,0
CSC003558,22.9,33.6,18.3,50,24.9,9,104,11.0,0.52,0.07,0.33,5,5,227,6.2,4.9,31,0.6,267,9.8,4.7,0,773,45,100,56,trigo,goteo,si,si,convencional,0
CSC003559,18.6,19.1,9.1,56,27.6,80,0,4.4,0.59,0.3,0.37,0,3,115,6.8,2.8,21,0.79,325,10.4,16.2,0,610,13,78,27,horticola,aspersion,si,no,integrado,0
CSC003560,29.5,30.2,18.5,59,22.6,41,37,12.3,0.64,0.32,0.46,11,3,146,5.5,3.2,7,0.85,358,5.7,0.2,35,754,51,82,121,vid,goteo,si,si,convencional,0
CSC003561,15.2,27.4,12.6,79,10.5,23,40,3.3,0.76,0.06,0.38,14,1,122,5.8,3.2,16,1.13,559,18.7,23.7,31,1435,21,86,72,citricos,aspersion,si,no,ecologico,0
CSC003562,24.0,23.6,12.3,57,20.9,59,113,4.7,0.63,0.26,0.41,0,6,230,6.1,2.7,30,1.21,45,0.0,7.7,39,666,36,65,94,olivo,secano,no,no,convencional,1
CSC003563,21.6,28.1,9.1,49,22.1,18,62,10.1,0.6,0.08,0.51,56,1,160,6.1,2.5,28,0.8,656,7.1,11.7,29,1019,0,80,16,horticola,aspersion,si,no,integrado,0
CSC003564,17.2,24.2,11.6,75,19.0,56,92,3.5,0.51,0.1,0.32,48,5,195,6.3,2.8,19,0.76,238,11.4,17.8,23,558,35,75,159,citricos,goteo,si,no,ecologico,0
CSC003565,22.6,30.4,14.9,46,25.5,21,0,6.6,0.52,0.37,0.24,23,2,182,7.0,2.0,16,0.9,352,16.2,10.3,14,670,21,69,57,vid,secano,si,si,ecologico,0
CSC003566,12.8,23.5,14.7,89,33.0,41,128,5.0,0.64,0.28,0.07,40,5,205,7.3,3.5,29,1.12,826,1.3,28.8,6,957,21,60,113,vid,secano,si,no,ecologico,0
CSC003567,23.1,36.7,8.1,69,21.3,77,19,11.0,0.73,-0.02,0.55,47,4,138,6.2,2.3,10,0.25,485,6.2,28.6,49,842,45,59,44,maiz,goteo,no,no,integrado,0
CSC003568,23.8,35.7,11.0,54,29.6,81,158,0.0,0.67,-0.02,0.23,39,4,259,7.1,0.8,6,0.71,152,0.0,12.4,36,800,45,73,65,horticola,aspersion,no,no,convencional,0
CSC003569,19.8,31.3,15.7,78,30.6,45,38,7.8,0.67,0.01,0.0,0,1,198,7.4,3.3,22,0.96,100,6.5,19.0,3,1092,20,100,5,vid,secano,si,no,convencional,0
CSC003570,18.1,35.3,9.3,63,23.1,23,41,5.9,0.64,0.12,0.19,43,2,168,7.2,1.5,28,0.28,599,9.0,18.3,13,895,26,60,139,horticola,secano,si,no,integrado,0
CSC003571,15.4,24.1,13.9,81,22.9,90,89,6.1,0.6,0.2,0.42,25,7,135,7.0,2.6,21,0.99,377,6.4,8.6,22,830,61,74,158,maiz,secano,no,no,integrado,1
CSC003572,25.1,25.1,12.5,51,24.2,29,115,15.9,0.44,0.4,0.0,51,3,102,6.9,3.6,28,0.82,409,0.0,1.9,0,949,1,75,5,olivo,goteo,si,no,convencional,0
CSC003573,18.0,28.0,7.5,83,32.0,67,136,5.7,0.64,0.39,0.56,9,5,224,6.6,3.4,24,0.26,381,15.5,12.7,23,669,25,82,97,trigo,secano,no,si,ecologico,0
CSC003574,21.8,30.0,5.6,76,15.4,66,34,5.5,0.62,0.27,0.45,0,2,189,6.3,1.9,24,0.5,180,12.3,5.7,28,690,41,99,70,vid,secano,si,no,ecologico,1
CSC003575,16.0,36.1,21.0,88,34.2,4,134,7.7,0.53,0.33,0.42,38,4,162,6.8,1.9,29,0.92,476,10.0,9.6,42,467,46,73,100,maiz,goteo,si,no,convencional,0
CSC003576,22.2,27.2,18.2,63,22.6,61,45,0.0,0.59,0.16,0.23,30,3,219,6.4,2.8,29,0.73,484,0.0,9.0,24,1327,34,73,11,olivo,secano,si,si,integrado,0
CSC003577,28.0,33.8,13.2,80,22.3,58,158,0.6,0.67,-0.05,0.52,18,4,216,7.2,1.8,17,0.93,380,10.2,25.9,18,1025,41,97,69,maiz,secano,si,si,convencional,0
CSC003578,18.1,23.3,10.5,72,15.7,15,134,2.2,0.6,0.1,0.64,25,3,129,6.0,2.7,30,1.68,177,11.2,5.0,1,1329,43,56,119,citricos,aspersion,no,si,convencional,0
CSC003579,10.6,32.9,9.4,74,17.7,0,78,5.5,0.74,0.22,0.35,0,2,155,6.5,2.0,9,1.3,350,0.0,16.0,31,1189,2,86,70,horticola,goteo,si,no,integrado,0
CSC003580,11.4,24.6,14.9,75,32.9,98,151,10.5,0.69,0.05,0.39,0,6,186,5.7,1.6,20,2.09,736,0.0,0.9,4,642,40,41,108,olivo,secano,si,no,ecologico,0
CSC003581,15.4,29.4,7.1,74,15.1,0,150,1.2,0.64,0.2,0.57,13,3,179,7.4,2.6,24,0.85,474,5.1,22.3,33,819,48,83,93,horticola,goteo,si,no,convencional,1
CSC003582,20.3,26.3,8.4,75,21.0,54,126,2.2,0.7,0.33,0.23,28,2,214,6.8,3.0,29,0.33,201,12.8,0.7,15,614,45,60,123,olivo,aspersion,no,no,convencional,0
CSC003583,22.3,33.2,10.9,73,25.1,14,94,6.1,0.64,0.29,0.52,39,5,198,6.1,2.3,27,0.76,559,15.2,23.7,34,235,18,61,150,trigo,aspersion,si,si,ecologico,0
CSC003584,15.4,24.4,14.8,100,17.6,0,110,6.0,0.73,0.45,0.41,25,3,211,6.6,1.8,29,0.72,707,12.6,0.2,8,151,33,78,106,maiz,goteo,no,no,convencional,1
CSC003585,21.0,30.2,15.2,60,13.3,66,53,12.2,0.53,0.05,0.2,3,3,178,6.1,2.2,10,0.38,545,19.8,14.6,21,311,30,51,137,trigo,goteo,no,si,integrado,1
CSC003586,16.6,37.8,17.8,64,19.9,50,148,0.8,0.67,0.21,0.41,15,2,191,6.4,4.2,31,0.82,159,3.5,10.1,6,976,54,68,84,maiz,secano,no,no,convencional,0
CSC003587,23.4,29.1,5.8,68,22.2,68,104,0.0,0.73,0.52,0.22,0,0,202,5.7,2.9,18,1.07,310,10.1,0.2,33,789,48,59,108,trigo,secano,si,si,convencional,0
CSC003588,21.7,31.7,10.1,33,23.9,75,141,14.6,0.59,0.24,0.31,0,2,180,6.7,2.7,26,0.12,206,2.0,11.6,21,706,0,76,34,maiz,goteo,si,no,convencional,0
CSC003589,12.7,32.5,15.2,63,28.7,39,71,3.2,0.75,0.36,0.46,38,3,140,6.0,2.0,21,0.36,100,15.0,15.8,1,643,59,74,26,vid,secano,no,no,convencional,1
CSC003590,20.4,27.9,14.7,63,17.5,14,48,15.7,0.74,0.16,0.48,15,6,207,5.5,2.2,30,1.09,280,13.1,4.6,46,920,64,95,51,trigo,aspersion,si,no,integrado,1
CSC003591,15.8,25.2,18.6,54,24.1,21,10,12.8,0.66,0.19,0.58,0,6,218,7.1,3.8,14,0.83,551,13.2,7.4,19,922,49,61,5,citricos,aspersion,no,no,convencional,0
CSC003592,26.2,26.2,7.1,66,27.6,31,36,9.6,0.64,0.22,0.43,0,4,170,6.1,2.2,18,0.1,322,13.4,5.9,51,471,21,72,130,vid,secano,no,no,convencional,0
CSC003593,19.1,32.2,9.6,64,23.9,45,168,7.6,0.41,0.09,0.54,37,5,161,5.8,3.4,26,0.66,68,0.0,15.0,23,1119,7,66,49,horticola,secano,si,no,ecologico,0
CSC003594,17.3,27.2,15.0,59,32.6,64,76,11.5,0.65,-0.07,0.58,16,6,185,5.5,0.3,26,0.31,693,6.7,6.9,14,966,49,100,140,horticola,goteo,no,si,convencional,0
CSC003595,18.7,27.1,4.0,56,30.6,43,164,17.4,0.54,0.09,0.32,40,0,110,6.5,2.6,8,1.16,686,12.5,0.2,15,550,59,65,112,trigo,goteo,no,no,convencional,0
CSC003596,18.3,27.1,14.5,80,27.7,57,142,9.9,0.65,0.25,0.52,28,4,123,7.6,2.8,29,1.59,748,9.3,20.6,10,663,20,100,100,horticola,secano,si,no,convencional,0
CSC003597,18.5,25.0,12.1,41,34.7,62,104,0.0,0.39,0.06,0.17,4,5,160,6.5,1.6,21,1.5,386,1.4,8.6,5,1036,30,75,145,citricos,goteo,no,no,integrado,1
CSC003598,24.1,29.8,12.3,48,35.7,51,112,3.5,0.45,0.39,0.3,38,4,178,6.9,1.5,28,1.18,338,18.0,30.2,32,599,44,74,5,trigo,secano,si,no,convencional,0
CSC003599,22.3,27.8,8.4,81,24.6,83,39,11.9,0.73,0.34,0.41,42,1,127,6.7,4.2,16,1.14,36,8.1,8.9,20,931,8,55,77,horticola,goteo,si,no,ecologico,0
CSC003600,22.0,35.9,12.3,68,28.4,39,146,9.9,0.72,0.23,0.38,19,3,119,6.9,1.4,24,0.96,467,19.9,6.1,19,1143,26,68,49,trigo,secano,si,si,convencional,0
CSC003601,26.1,29.3,15.6,55,27.6,75,51,12.9,0.46,0.14,0.55,39,5,157,6.7,3.0,23,1.02,521,0.0,9.7,25,954,34,87,100,citricos,goteo,si,no,integrado,0
CSC003602,19.2,29.3,12.3,73,26.6,48,121,5.4,0.54,-0.07,0.18,0,0,130,6.6,1.6,29,1.33,443,0.0,17.6,49,914,12,84,84,trigo,aspersion,si,si,convencional,0
CSC003603,15.3,31.4,18.0,60,18.4,34,0,4.8,0.41,0.18,0.08,11,3,216,6.8,3.2,35,0.6,161,2.9,22.4,11,765,47,88,115,citricos,secano,no,no,convencional,1
CSC003604,21.4,30.7,12.5,60,16.1,86,162,12.2,0.55,-0.01,0.37,30,8,176,6.0,1.6,20,1.04,562,0.0,6.3,0,1175,43,79,131,olivo,goteo,no,no,ecologico,0
CSC003605,13.6,33.6,17.4,81,20.0,89,138,3.6,0.86,0.07,0.11,35,1,133,5.9,1.5,23,1.35,588,12.9,22.2,26,100,23,91,5,vid,goteo,no,no,ecologico,0
CSC003606,24.1,22.1,13.4,55,27.5,42,70,9.8,0.56,0.09,0.1,47,2,162,7.5,4.0,30,0.1,653,12.1,3.6,0,1135,78,56,54,vid,goteo,si,no,ecologico,1
CSC003607,22.8,27.9,5.8,54,13.0,76,149,15.5,0.73,0.08,0.52,25,4,177,6.5,2.8,14,1.98,635,3.9,6.3,2,422,36,58,127,citricos,goteo,si,no,convencional,0
CSC003608,14.0,22.1,18.0,79,25.5,45,63,5.1,0.56,0.07,0.56,8,1,245,6.7,2.7,15,0.86,658,20.3,7.7,30,1186,70,80,150,trigo,aspersion,si,si,integrado,0
CSC003609,20.2,24.3,10.9,50,27.6,24,5,9.1,0.68,0.12,0.3,11,3,228,6.6,2.2,21,0.34,390,6.4,13.8,2,855,40,63,94,horticola,goteo,si,no,convencional,0
CSC003610,21.9,19.0,18.3,57,16.0,17,9,13.1,0.48,0.43,0.26,1,2,182,5.2,1.9,20,0.1,92,0.3,11.5,24,894,2,82,84,citricos,goteo,no,si,convencional,0
CSC003611,16.7,34.2,15.4,31,15.8,33,144,9.2,0.75,0.12,0.58,52,1,201,6.6,1.9,9,0.45,513,0.0,12.5,10,886,65,51,16,vid,aspersion,si,no,convencional,1
CSC003612,27.3,33.7,12.7,100,23.7,13,148,12.8,0.64,0.12,0.63,13,5,188,7.1,2.2,26,1.1,518,10.7,9.3,27,906,74,77,5,maiz,secano,si,no,convencional,0
CSC003613,18.2,35.0,10.4,62,28.1,32,74,6.1,0.53,0.19,0.69,48,5,160,7.2,3.0,29,0.1,378,18.4,0.2,29,437,41,96,134,vid,secano,si,no,convencional,0
CSC003614,18.6,26.7,12.8,57,26.8,43,115,7.8,0.71,0.35,0.85,24,1,197,6.8,2.4,28,1.18,172,8.9,23.6,20,846,30,65,79,trigo,goteo,si,no,convencional,0
CSC003615,19.8,22.8,12.7,29,18.0,56,118,18.5,0.8,0.14,0.67,0,5,184,5.9,3.8,28,0.49,239,6.9,20.3,30,1024,44,56,82,citricos,aspersion,si,no,convencional,0
CSC003616,16.3,40.2,15.8,69,22.4,38,80,5.4,0.94,0.22,0.39,22,4,158,7.0,2.1,17,1.47,46,6.2,0.2,22,354,48,56,91,olivo,aspersion,si,si,ecologico,0
CSC003617,19.8,31.3,13.8,62,21.0,82,102,8.2,0.5,0.18,0.6,27,0,216,7.2,3.3,23,0.29,592,4.0,6.5,17,1025,43,76,35,horticola,secano,no,si,integrado,0
CSC003618,24.0,35.2,15.5,39,17.6,0,183,11.3,0.51,0.17,0.34,44,9,126,6.3,2.7,28,2.12,640,22.0,30.7,44,744,42,79,150,vid,goteo,si,no,convencional,0
CSC003619,26.4,31.9,10.3,55,22.6,24,106,15.5,0.78,0.25,0.41,3,7,234,6.5,0.9,40,0.47,204,2.1,0.2,37,999,26,82,133,olivo,secano,no,no,ecologico,0
CSC003620,9.7,27.2,15.4,73,22.3,49,110,10.2,0.88,0.12,0.41,46,5,176,5.9,1.5,20,1.37,670,6.9,19.7,1,1090,12,74,51,olivo,secano,si,no,integrado,0
CSC003621,25.6,33.0,10.4,70,27.2,86,195,2.0,0.59,-0.05,0.25,7,0,99,6.6,1.7,16,0.14,570,18.6,0.2,31,1066,76,70,102,trigo,secano,no,si,integrado,0
CSC003622,22.6,26.6,13.0,59,34.9,53,80,15.8,0.55,0.4,0.3,35,4,233,7.1,3.1,34,1.18,606,19.4,13.9,43,875,54,33,145,olivo,goteo,si,no,convencional,0
CSC003623,16.7,33.0,13.2,17,33.6,17,153,3.7,0.81,0.28,0.34,1,2,210,7.0,2.2,25,1.12,850,6.5,20.1,47,983,29,89,83,horticola,secano,si,no,convencional,0
CSC003624,21.2,21.0,5.5,50,15.9,50,97,15.1,0.53,0.4,0.07,3,3,137,5.9,2.7,20,0.84,455,20.3,26.2,9,891,35,74,46,maiz,aspersion,si,no,convencional,0
CSC003625,23.2,26.6,11.6,72,22.0,71,48,4.4,0.6,0.2,0.18,0,4,154,7.2,3.2,23,1.17,281,15.1,3.6,39,864,36,48,72,maiz,secano,no,no,convencional,0
CSC003626,19.3,31.7,13.5,80,21.2,23,104,6.7,0.43,-0.09,0.53,17,2,139,6.3,1.8,20,1.24,283,14.8,6.2,8,710,29,66,89,maiz,aspersion,si,si,integrado,0
CSC003627,21.3,24.5,16.7,81,22.1,0,88,10.1,0.64,-0.11,0.3,10,0,154,6.8,0.7,19,0.99,461,5.4,10.2,0,1132,43,68,116,trigo,secano,si,no,integrado,0
CSC003628,21.3,27.7,4.8,54,28.7,13,80,13.3,0.49,0.19,0.01,26,4,154,7.0,2.2,27,0.77,741,16.6,11.2,8,1089,41,77,94,trigo,secano,si,no,convencional,0
CSC003629,19.6,29.3,6.8,58,24.1,27,83,4.9,0.57,0.19,0.5,26,7,160,6.9,0.5,16,0.67,335,16.1,23.9,39,844,43,48,153,citricos,secano,si,si,convencional,0
CSC003630,24.5,24.8,6.9,67,22.2,66,112,16.7,0.59,0.17,0.4,0,2,181,7.5,1.7,31,0.27,321,7.8,23.4,39,937,100,67,77,maiz,goteo,si,si,ecologico,0
CSC003631,13.7,22.9,8.7,62,25.4,38,202,4.4,0.69,0.06,0.35,25,4,187,6.9,2.0,16,1.45,561,15.3,20.2,36,989,45,60,149,maiz,secano,no,no,integrado,0
CSC003632,15.5,26.7,9.0,73,20.5,51,85,13.7,0.59,0.23,0.43,2,7,171,5.9,1.5,25,1.21,737,15.4,14.5,25,1456,55,68,105,maiz,secano,si,no,convencional,1
CSC003633,19.4,28.1,12.5,83,26.9,8,35,0.0,0.62,0.29,0.19,53,6,160,7.1,4.3,10,1.06,257,13.7,18.1,21,800,23,72,57,horticola,goteo,si,si,convencional,0
CSC003634,23.7,28.0,11.5,70,39.9,2,211,6.2,0.45,0.06,0.25,0,3,178,7.2,2.2,17,1.1,346,26.8,5.6,41,899,14,86,159,horticola,secano,si,si,convencional,0
CSC003635,21.3,27.5,10.9,62,23.5,64,145,8.6,0.56,-0.02,0.6,43,5,235,6.5,1.6,17,1.0,893,4.4,12.4,0,650,100,63,39,olivo,aspersion,si,no,integrado,0
CSC003636,21.4,31.7,13.3,58,28.3,79,176,20.8,0.53,0.54,0.63,35,3,188,6.4,3.4,19,0.4,441,6.9,0.2,22,925,76,64,127,olivo,goteo,si,si,integrado,1
CSC003637,22.5,27.1,11.9,56,30.2,62,143,8.2,0.63,0.19,0.18,54,4,162,7.1,2.7,13,1.24,270,1.2,24.9,0,410,49,100,121,olivo,aspersion,si,si,convencional,0
CSC003638,18.4,23.5,13.5,91,18.5,12,75,4.0,0.66,0.08,0.12,47,2,125,6.8,1.8,26,0.48,698,0.0,20.9,39,1372,62,38,89,vid,secano,si,si,ecologico,0
CSC003639,23.3,29.1,8.0,45,27.3,72,79,0.0,0.83,0.21,0.29,5,3,216,7.0,2.3,18,1.22,307,17.7,20.7,0,844,74,54,97,vid,secano,no,si,ecologico,0
CSC003640,18.6,26.0,13.9,94,11.3,86,148,11.4,0.61,0.33,0.69,32,5,182,6.2,2.5,11,0.38,137,1.3,9.2,20,839,48,78,85,vid,goteo,si,no,convencional,1
CSC003641,9.0,25.2,5.0,15,39.0,50,80,4.3,0.6,0.3,0.23,0,1,196,7.4,2.0,29,0.14,388,7.1,3.3,0,936,10,83,78,maiz,secano,si,si,convencional,0
CSC003642,25.2,28.5,10.9,64,21.6,51,182,8.7,0.57,0.06,0.7,0,1,159,6.3,1.0,29,0.28,546,0.0,4.7,19,1026,39,75,119,horticola,goteo,si,no,integrado,0
CSC003643,16.7,26.0,8.6,58,26.7,5,187,5.4,0.34,0.45,0.0,26,5,146,7.9,2.8,21,0.93,553,4.5,10.7,51,273,45,77,126,horticola,goteo,si,no,convencional,0
CSC003644,21.0,24.6,10.7,63,25.4,43,36,3.8,0.59,-0.13,0.32,0,3,170,8.6,2.4,33,1.11,505,24.7,21.7,14,679,9,91,39,horticola,aspersion,no,si,integrado,0
CSC003645,22.1,32.9,16.2,59,20.3,49,45,13.7,0.41,0.26,0.12,14,5,191,6.9,2.6,29,1.17,236,13.0,17.2,28,1018,7,59,137,vid,secano,no,no,ecologico,0
CSC003646,12.5,30.9,12.2,58,24.1,7,0,8.2,0.54,0.16,0.25,0,4,192,6.1,3.5,11,1.33,205,10.4,26.5,13,1139,58,59,6,citricos,secano,no,no,ecologico,0
CSC003647,15.2,20.2,12.7,59,24.5,77,98,3.3,0.44,0.04,0.0,0,3,150,6.1,1.7,24,1.23,490,9.0,9.5,0,747,38,69,78,maiz,goteo,no,no,ecologico,0
CSC003648,28.2,29.0,10.3,70,19.0,38,66,13.8,0.44,0.21,0.65,17,4,193,5.9,3.4,24,0.85,236,8.8,3.0,49,879,63,72,183,maiz,secano,no,si,convencional,1
CSC003649,19.7,24.9,12.9,90,21.6,112,27,8.3,0.6,0.06,0.52,17,1,176,6.2,2.0,22,0.74,485,0.0,6.1,22,986,43,89,33,vid,secano,si,si,convencional,0
CSC003650,17.7,36.6,4.8,67,26.5,0,19,10.8,0.6,0.35,0.65,16,0,217,7.0,3.6,14,0.79,283,13.3,19.6,14,618,93,67,75,horticola,aspersion,si,si,convencional,0
CSC003651,20.2,29.9,15.8,80,31.2,20,111,10.5,0.61,0.35,0.0,17,4,209,6.8,2.5,25,0.7,761,10.8,0.2,35,474,21,80,136,vid,aspersion,si,no,convencional,0
CSC003652,26.3,37.8,16.7,80,21.4,9,99,10.9,0.61,-0.09,0.28,36,7,211,6.1,2.5,22,0.4,195,0.0,7.4,42,1468,35,84,16,olivo,aspersion,si,si,integrado,1
CSC003653,21.0,32.2,11.7,59,24.2,23,95,3.9,0.48,0.3,0.25,1,1,161,6.7,2.0,25,1.45,508,16.5,8.1,26,947,36,64,101,maiz,goteo,si,no,integrado,0
