id_hogar,ingreso_mensual_eur,ingreso_principal_eur,ingreso_secundario_eur,ratio_gasto_ingreso,gasto_mensual_eur,gasto_vivienda_pct,gasto_alimentacion_pct,gasto_suministros_pct,gasto_transporte_pct,gasto_ocio_pct,gasto_educacion_pct,gasto_salud_pct,ahorro_pct,ahorro_acumulado_eur,deuda_eur,deuda_consumo_eur,cuota_deuda_mensual_eur,ratio_endeudamiento_pct,num_miembros,num_perceptores,num_menores,edad_sustentador,num_tarjetas,num_productos_bancarios,antiguedad_cliente_anos,patrimonio_neto_eur,regimen_vivienda,nivel_estudios,situacion_laboral
HOG000529,2963,4908,314,1.0,2963,14.3,37.0,16.2,10.9,9.1,0.5,8.9,14.8,0,43189,7667,848,84.8,2,1,1,44,3,3,4.9,74103,propiedad,medio,ocupado
HOG000530,4267,2171,0,1.01,4310,29.4,24.7,22.0,13.5,14.1,7.4,1.5,0.0,8350,23987,12865,381,30.9,5,2,0,20,2,6,13.9,103178,alquiler,basico,jubilado
HOG000531,3989,3956,908,0.95,3790,53.1,20.6,23.4,15.3,5.6,1.4,5.8,0.0,0,34105,3442,1076,57.5,6,2,1,20,3,4,2.5,77618,alquiler,medio,ocupado
HOG000532,4251,4222,817,0.66,2806,30.6,19.2,22.8,13.0,8.2,8.0,9.1,0.0,16537,28313,7598,658,54.2,4,3,1,20,3,3,16.7,66596,propiedad,medio,ocupado
HOG000533,7117,4109,0,0.42,2989,23.8,13.5,3.2,15.0,15.9,11.1,6.1,31.8,84673,26094,16,193,0.0,1,5,0,56,3,6,27.5,440014,hipoteca,superior,ocupado
HOG000534,3799,1700,0,0.77,2925,49.3,30.2,22.3,15.4,14.0,0.0,0.7,11.4,1157,33105,5102,1610,56.3,5,2,0,20,3,9,0.0,45383,alquiler,medio,ocupado
HOG000535,8251,4845,404,0.66,5446,14.6,10.9,3.0,10.8,25.7,12.1,9.1,44.2,81061,1998,0,227,0.0,1,2,1,58,4,12,6.4,558333,hipoteca,superior,ocupado
HOG000536,2183,1802,912,1.06,2314,11.1,23.4,21.3,13.5,4.9,3.7,7.9,0.0,32313,25659,15768,1340,61.7,6,2,1,20,3,2,1.2,52061,hipoteca,medio,parado
HOG000537,6110,5039,0,0.49,2994,30.3,15.8,6.4,10.8,21.3,7.7,10.6,33.7,92487,13509,2074,792,16.7,1,2,2,66,3,10,19.6,284596,hipoteca,superior,jubilado
HOG000538,5596,3894,140,0.46,2574,28.7,8.0,10.0,7.5,22.7,12.4,12.2,47.8,97807,7930,4165,135,0.0,3,3,0,60,4,5,31.1,395047,alquiler,superior,parado
HOG000539,8869,4010,418,0.39,3459,16.2,8.0,5.2,9.6,23.6,14.6,16.6,53.5,65067,278,7359,631,26.9,1,2,1,67,4,6,20.4,367342,propiedad,medio,ocupado
HOG000540,5022,3804,13,0.96,4821,45.7,19.1,20.4,13.3,12.4,8.8,6.9,26.9,35330,26709,7824,927,45.6,6,2,1,20,2,5,2.4,125541,alquiler,basico,parado
HOG000541,4301,5640,0,0.59,2538,11.8,8.7,12.3,8.7,27.9,7.9,6.5,33.5,97958,0,3495,402,0.0,2,3,1,58,4,8,21.1,546003,propiedad,superior,jubilado
HOG000542,6007,5893,0,0.74,4445,25.9,12.5,5.2,13.4,17.2,10.0,14.1,34.4,77443,6992,0,320,0.0,1,2,1,55,4,8,21.9,459187,propiedad,medio,ocupado
HOG000543,700,1235,1237,1.08,756,35.3,41.8,3.2,15.3,0.2,0.3,8.5,0.0,0,12176,5197,929,52.3,2,2,0,46,0,2,14.2,20842,propiedad,basico,inactivo
HOG000544,2421,619,1650,1.12,2712,55.2,23.2,4.0,10.6,0.3,10.9,4.0,0.0,0,16286,10486,605,66.7,3,0,0,48,2,0,9.0,301954,propiedad,basico,jubilado
HOG000545,700,500,1731,1.03,721,53.1,37.3,9.9,5.2,0.0,8.6,6.1,0.0,0,30894,11017,672,43.6,2,0,0,49,0,1,3.0,202786,alquiler,basico,ocupado
HOG000546,7314,5398,0,0.59,4315,14.6,8.7,3.8,10.4,19.1,4.8,9.0,55.0,82995,0,0,438,4.6,1,2,2,73,5,12,9.4,473252,hipoteca,superior,ocupado
HOG000547,5513,5799,0,0.3,1654,9.0,9.2,10.9,16.2,18.5,8.1,12.2,44.3,108180,4466,1484,138,18.2,2,2,0,62,5,7,22.3,333483,propiedad,medio,ocupado
HOG000548,4961,2760,0,0.76,3770,29.1,16.7,14.3,9.7,0.2,6.6,5.6,5.5,5357,19187,6961,532,43.4,5,1,0,20,1,5,10.9,243645,propiedad,superior,ocupado
HOG000549,3932,500,3253,0.9,3539,18.5,21.1,14.5,15.2,16.5,0.0,8.3,11.9,832,8278,6486,0,30.4,3,1,0,33,3,5,5.5,101179,alquiler,medio,ocupado
HOG000550,6360,2710,175,1.1,6996,33.3,31.8,22.3,12.8,10.6,9.1,9.4,8.9,0,20881,5999,592,40.9,5,2,3,20,4,8,8.0,6336,propiedad,superior,ocupado
HOG000551,3079,812,1709,0.71,2186,37.8,19.6,18.4,10.9,8.0,9.4,8.7,24.3,5485,24627,2073,1410,27.1,4,3,1,20,3,5,16.0,67369,propiedad,medio,ocupado
HOG000552,7058,5221,0,0.36,2541,27.7,8.4,6.8,14.2,11.5,8.0,8.6,47.6,86328,0,0,225,0.0,3,3,0,83,3,10,6.4,308916,propiedad,superior,ocupado
HOG000553,3696,2904,329,0.99,3659,41.3,30.9,15.5,13.1,3.3,1.8,7.5,0.0,15479,25457,1018,773,57.5,8,2,2,21,2,5,7.3,-30000,hipoteca,basico,ocupado
HOG000554,2907,699,2235,0.81,2355,20.6,24.7,10.2,13.5,6.9,8.2,5.2,25.4,0,28831,3337,674,23.7,2,2,2,33,2,4,3.1,188234,alquiler,superior,ocupado
HOG000555,4335,1997,2512,1.01,4378,50.7,32.4,11.4,16.8,9.2,12.0,2.0,25.8,28085,18682,5346,484,0.6,3,1,0,21,2,2,11.7,146739,propiedad,medio,ocupado
HOG000556,7565,3786,0,0.51,3858,14.7,8.0,3.0,17.1,15.9,13.2,1.3,41.6,94635,4868,0,49,0.0,3,2,1,69,2,5,15.0,337280,propiedad,basico,ocupado
HOG000557,2003,1745,2817,0.73,1462,35.2,33.1,17.2,7.5,13.3,1.6,10.6,8.4,0,4079,6912,520,20.2,1,2,0,20,2,5,7.6,172818,alquiler,medio,ocupado
HOG000558,700,690,1675,0.85,595,46.6,40.8,8.7,17.2,1.2,2.0,9.8,0.0,16365,6645,6169,470,32.9,5,1,0,61,2,0,0.0,32002,alquiler,medio,jubilado
HOG000559,700,500,1548,1.09,763,63.0,21.6,8.1,14.3,0.7,8.9,8.0,3.0,0,12612,5315,392,49.4,1,1,1,48,4,0,0.1,82581,alquiler,basico,inactivo
HOG000560,2544,1770,116,0.92,2340,34.0,13.4,13.2,9.0,9.2,8.2,8.2,10.4,42578,5672,6841,1186,46.9,4,2,2,20,2,5,24.8,176223,propiedad,superior,ocupado
HOG000561,4154,2930,0,1.16,4819,47.2,15.0,16.7,20.9,8.2,1.2,10.2,7.5,6067,21055,13171,363,57.2,5,2,1,20,3,3,0.0,113833,hipoteca,medio,ocupado
HOG000562,2412,3577,2037,0.83,2002,31.1,21.3,17.3,4.1,4.7,3.3,11.7,6.8,0,20717,15115,1003,4.6,4,1,0,20,1,5,16.9,13639,propiedad,basico,ocupado
HOG000563,6683,6616,0,0.46,3074,9.0,13.1,3.0,8.7,20.9,11.3,12.5,30.7,78105,4170,3151,1027,18.6,2,2,0,65,3,9,31.1,308317,propiedad,medio,parado
HOG000564,3391,2202,423,1.19,4035,33.8,22.6,16.5,12.9,12.6,6.1,9.3,0.0,8418,24036,15923,157,27.3,6,1,1,22,2,5,15.1,230394,hipoteca,medio,jubilado
HOG000565,3169,1994,2121,0.96,3042,14.9,21.2,15.6,9.3,10.5,6.8,14.8,0.0,24653,8084,3548,435,5.1,3,1,0,38,1,6,20.0,57496,hipoteca,superior,ocupado
HOG000566,700,500,1742,1.09,763,59.2,36.1,3.0,7.8,6.1,9.0,11.0,4.2,24,22862,9837,565,16.3,4,1,0,20,0,0,10.2,29403,alquiler,basico,ocupado
HOG000567,5052,3119,430,0.74,3738,30.0,29.3,19.9,14.3,2.6,10.2,3.2,11.3,0,18117,10959,1234,41.8,3,1,2,20,0,4,13.7,159340,alquiler,superior,ocupado
HOG000568,6708,5134,463,0.48,3220,8.0,8.0,4.1,7.4,16.6,13.0,9.6,29.8,128353,0,786,452,0.0,1,2,3,70,5,9,15.5,441750,propiedad,superior,jubilado
HOG000569,1275,500,1056,0.7,892,38.9,32.7,16.5,13.8,13.5,12.7,8.7,0.1,9217,32847,8371,936,31.0,6,3,0,20,3,6,11.8,129680,propiedad,medio,parado
HOG000570,6489,3765,0,0.41,2660,22.5,12.5,3.0,12.9,10.4,2.1,12.4,48.8,85920,14529,3976,711,4.8,1,2,0,69,5,6,16.9,390649,propiedad,superior,ocupado
HOG000571,6202,4841,0,0.37,2295,12.4,8.0,3.0,7.9,29.4,12.5,5.3,55.0,64623,10660,1585,0,3.2,1,2,3,53,3,8,4.6,493364,propiedad,medio,ocupado
HOG000572,2375,1920,641,0.68,1615,28.5,31.0,17.7,13.0,13.5,12.5,9.9,10.8,22046,4260,19008,235,39.5,4,2,0,20,2,2,2.9,-30000,alquiler,medio,ocupado
HOG000573,7253,5008,0,0.37,2684,8.0,12.1,4.3,13.5,21.3,8.4,15.1,33.5,61755,1241,6367,67,16.1,2,1,0,84,3,8,6.0,253646,propiedad,medio,ocupado
HOG000574,1180,3066,2034,0.99,1168,44.1,25.4,11.6,13.2,18.8,8.2,4.5,6.2,3813,34182,3789,841,22.2,5,2,0,20,3,1,20.0,-30000,hipoteca,medio,ocupado
HOG000575,3768,2519,2623,0.92,3467,37.2,26.6,13.9,15.7,7.2,4.2,4.0,0.0,0,7671,1763,715,36.2,1,2,2,20,4,1,7.2,112083,propiedad,medio,ocupado
HOG000576,3284,3954,1393,0.92,3021,26.3,21.4,13.0,14.3,11.0,6.2,11.2,3.9,8920,30780,8994,921,32.6,5,2,2,37,4,3,0.0,21524,propiedad,basico,jubilado
HOG000577,2409,2802,2642,0.89,2144,37.3,18.0,15.0,19.3,12.7,7.1,9.3,0.0,0,27587,11426,971,28.5,3,2,0,20,1,1,24.2,295540,propiedad,medio,ocupado
HOG000578,6879,5313,0,0.55,3783,22.8,13.5,3.2,16.2,15.6,8.0,9.6,51.2,59092,3961,912,0,12.3,1,2,1,64,5,9,12.4,390782,propiedad,medio,ocupado
HOG000579,1504,2215,284,0.74,1113,48.8,16.8,13.4,9.9,4.4,8.7,4.2,0.0,0,24411,11131,902,38.6,3,2,1,20,2,8,6.7,39426,propiedad,medio,ocupado
HOG000580,4988,4348,0,0.41,2045,8.0,9.0,3.0,13.9,16.3,11.3,12.3,47.6,87355,26419,261,47,2.7,3,2,1,61,5,8,18.4,540248,hipoteca,superior,ocupado
HOG000581,2577,1919,292,0.83,2139,24.7,27.0,18.4,10.2,10.5,10.9,9.7,0.0,5126,23498,13447,776,39.1,6,1,0,20,2,1,9.0,177042,propiedad,medio,ocupado
HOG000582,4075,2659,2437,1.11,4523,45.5,24.2,13.0,8.3,14.5,4.7,12.6,20.4,0,14850,3292,511,42.3,2,2,0,20,2,3,14.5,58552,hipoteca,basico,ocupado
HOG000583,826,2121,0,1.13,933,32.9,23.9,25.3,16.8,7.4,0.0,1.2,4.3,12883,18196,9527,487,62.1,3,1,1,20,2,1,20.8,161367,alquiler,basico,ocupado
HOG000584,8208,5147,0,0.6,4925,19.2,13.3,4.8,11.9,27.6,5.8,4.2,32.3,108099,0,1553,0,13.3,1,1,0,42,3,5,16.1,447086,hipoteca,medio,ocupado
HOG000585,6278,4099,0,0.69,4332,8.0,13.6,3.0,12.8,25.9,8.7,9.5,37.7,79604,0,0,0,22.1,1,3,0,53,3,10,18.5,397914,hipoteca,superior,ocupado
HOG000586,8528,4928,0,0.54,4605,24.3,18.4,3.0,7.5,19.6,8.8,9.7,46.5,73083,17724,1501,282,0.0,2,2,1,62,3,12,8.9,333094,hipoteca,superior,ocupado
HOG000587,700,500,1469,0.99,693,63.2,31.4,13.6,11.1,2.1,5.0,2.2,2.6,0,22918,16420,623,67.1,3,1,0,42,2,1,3.5,43817,alquiler,superior,inactivo
HOG000588,6616,1794,361,1.08,7145,39.5,25.0,24.1,12.1,9.8,11.0,6.6,0.0,28165,26511,5605,1195,40.0,3,0,0,20,3,7,12.9,5845,propiedad,medio,inactivo
HOG000589,2236,1650,2888,0.86,1923,41.0,21.3,15.4,14.3,3.0,4.2,13.7,6.9,21689,11725,12590,152,32.3,5,2,1,28,3,2,24.2,-17799,alquiler,medio,ocupado
HOG000590,3666,500,2045,0.84,3079,60.1,25.7,9.0,14.5,1.1,3.4,3.0,5.7,0,12356,18191,1264,48.1,4,1,0,50,0,4,7.7,11685,hipoteca,basico,parado
HOG000591,700,500,1696,1.17,819,45.9,25.0,7.3,20.8,6.8,5.4,7.6,0.0,0,20195,13985,903,21.8,3,1,0,45,2,2,0.0,-30000,propiedad,basico,inactivo
HOG000592,3398,2531,169,1.17,3976,25.0,31.6,12.9,13.5,2.4,9.8,9.6,0.0,0,27134,10557,193,49.7,3,2,1,20,3,4,5.7,139220,alquiler,basico,ocupado
HOG000593,9322,5186,0,0.45,4195,8.0,13.5,5.6,13.3,18.7,11.6,12.4,55.0,71882,0,3598,174,0.0,1,3,2,65,3,6,24.6,404121,propiedad,superior,jubilado
HOG000594,700,2593,1032,1.03,721,49.4,30.7,4.7,11.7,0.0,0.9,7.4,9.1,0,0,8383,608,64.5,5,1,0,65,2,2,13.7,-30000,hipoteca,basico,parado
HOG000595,1619,629,552,1.05,1700,37.5,23.0,8.7,8.2,7.2,3.6,7.6,5.3,0,24213,7109,614,24.7,2,0,0,20,0,0,0.0,30767,hipoteca,medio,ocupado
HOG000596,2837,2219,638,0.94,2667,33.4,28.4,22.8,16.6,11.0,0.0,0.0,0.0,17483,30356,8384,526,54.4,6,1,3,20,2,2,11.4,2321,alquiler,medio,jubilado
HOG000597,700,717,819,0.88,616,53.0,33.3,6.2,13.4,1.7,8.2,5.0,1.2,0,13976,11155,714,26.1,2,2,0,36,0,0,10.9,69683,alquiler,medio,ocupado
HOG000598,3673,2973,0,1.1,4040,21.7,36.5,17.8,11.4,13.4,6.1,8.6,10.5,28714,8688,12794,964,73.1,6,3,0,20,5,3,22.9,221665,hipoteca,superior,inactivo
HOG000599,1188,1206,1727,1.06,1259,33.7,25.0,13.0,18.2,5.9,1.9,8.0,8.9,21795,10603,3271,421,24.9,4,2,2,20,3,4,12.2,138865,propiedad,basico,ocupado
HOG000600,8387,3529,0,0.38,3187,8.0,9.9,7.9,18.1,20.5,12.1,11.0,42.8,93102,0,7724,0,0.0,4,3,0,55,5,4,1.6,230192,hipoteca,medio,jubilado
HOG000601,5117,4350,0,0.3,1535,14.9,15.5,11.8,9.9,22.2,8.7,14.1,40.2,74185,12015,5526,67,18.3,2,2,1,50,5,5,19.2,320095,propiedad,medio,ocupado
HOG000602,7859,4846,0,0.41,3222,13.0,9.2,8.5,9.9,18.4,4.7,14.4,38.1,74764,1029,11348,572,2.5,1,3,2,69,3,8,12.3,415633,hipoteca,superior,ocupado
HOG000603,3244,2898,3356,1.12,3633,34.4,23.7,19.6,10.9,11.4,8.7,7.3,24.2,1640,30369,8658,209,33.8,1,1,0,32,2,1,2.2,260578,alquiler,superior,jubilado
HOG000604,943,500,0,1.18,1113,51.5,36.1,11.2,8.5,4.5,10.8,11.4,2.6,0,3227,17315,940,33.4,5,1,0,59,0,4,1.5,30932,alquiler,superior,parado
HOG000605,2716,1836,2748,0.69,1874,46.8,21.9,20.2,14.2,3.3,5.2,10.5,12.0,0,23814,0,894,48.2,4,0,0,28,3,2,11.3,246434,propiedad,superior,parado
HOG000606,973,500,1839,1.3,1265,64.4,26.9,15.2,11.8,2.4,4.0,2.4,0.0,7503,19949,9632,605,46.3,5,2,0,29,1,5,14.3,29403,alquiler,basico,ocupado
HOG000607,4720,2653,0,1.0,4720,50.3,26.2,5.6,12.4,9.5,11.7,3.3,0.0,1857,30776,10793,611,31.6,4,2,1,20,1,2,0.0,99957,alquiler,superior,ocupado
HOG000608,3653,2611,0,0.91,3324,25.8,31.3,16.4,14.7,2.8,3.9,9.3,2.9,0,29063,8743,1413,55.7,6,2,2,20,1,2,6.8,10077,alquiler,medio,ocupado
HOG000609,2614,3211,1152,1.07,2797,30.0,32.1,23.5,18.4,2.1,6.1,8.7,3.0,13148,22487,10259,891,58.9,5,2,1,20,3,3,10.8,132781,alquiler,basico,inactivo
HOG000610,2494,2211,1241,1.22,3043,59.1,34.6,8.5,13.2,0.0,2.9,4.5,5.5,0,11025,9561,880,61.0,2,2,0,24,0,2,4.8,77692,alquiler,basico,jubilado
HOG000611,3441,1870,3744,0.92,3166,34.6,25.1,9.0,19.9,8.5,12.4,11.9,1.0,15534,7510,9985,381,37.9,1,2,2,37,0,4,6.0,158859,hipoteca,superior,ocupado
HOG000612,6298,4470,0,0.38,2393,17.9,13.8,8.5,14.2,22.1,0.4,11.2,41.8,86839,17092,0,498,0.5,3,1,0,56,5,6,23.8,319718,propiedad,superior,ocupado
HOG000613,1393,500,793,1.18,1644,67.8,41.4,3.0,17.3,1.9,11.4,1.2,0.0,8562,16741,12598,599,57.9,4,1,0,27,2,4,8.0,67648,alquiler,basico,parado
HOG000614,1226,500,2397,1.12,1373,60.2,35.4,9.8,9.3,2.6,2.5,6.6,3.7,0,18983,13317,734,56.4,7,1,0,36,0,0,14.1,-18527,propiedad,medio,ocupado
HOG000615,8333,4406,0,0.81,6750,25.7,15.9,3.0,9.8,17.4,10.9,12.8,47.6,70212,0,5178,440,5.7,1,1,2,72,4,6,14.1,372963,propiedad,medio,ocupado
HOG000616,8338,5406,0,0.58,4836,14.5,8.0,3.0,6.8,26.6,7.6,8.5,38.3,100012,3987,1464,397,0.0,1,2,0,90,5,4,33.5,354448,propiedad,basico,jubilado
HOG000617,8946,3200,0,0.66,5904,23.8,8.0,8.4,9.5,23.1,4.4,10.4,33.3,73804,4963,0,0,0.0,1,2,0,86,3,9,0.0,402084,hipoteca,medio,ocupado
HOG000618,3012,2291,2772,0.83,2500,26.8,31.1,19.5,12.1,9.0,4.8,12.8,10.0,51109,0,11093,214,24.3,4,2,3,40,1,3,6.2,-30000,propiedad,basico,ocupado
HOG000619,6400,4643,0,0.68,4352,22.8,16.0,4.0,10.0,21.9,6.6,14.4,45.1,105115,0,3719,0,0.0,3,2,0,88,1,9,17.9,449401,propiedad,superior,jubilado
HOG000620,3368,2736,0,0.97,3267,35.3,12.8,22.5,13.2,9.1,2.6,2.6,5.6,8327,31738,7541,960,67.4,6,3,0,31,2,7,8.9,165155,alquiler,medio,ocupado
HOG000621,5049,2518,0,0.79,3989,30.4,18.6,12.9,15.9,10.4,0.0,9.9,0.0,0,25092,3672,688,63.2,3,2,1,27,3,4,9.1,124186,hipoteca,basico,jubilado
HOG000622,2197,1417,1837,0.84,1845,36.5,18.6,15.5,9.6,9.3,9.7,5.4,8.5,0,15856,4424,389,28.1,2,2,1,37,1,4,10.2,6197,alquiler,medio,jubilado
HOG000623,5217,2962,523,1.07,5582,43.6,28.3,15.4,10.4,1.7,15.8,8.8,5.6,26297,24820,9075,605,67.7,5,2,2,20,3,3,12.8,144276,hipoteca,medio,ocupado
HOG000624,2994,2108,0,1.03,3084,28.5,30.1,21.6,11.7,0.0,12.1,9.6,13.2,28411,28090,11054,1407,57.9,4,2,1,20,1,5,8.0,153090,propiedad,medio,ocupado
HOG000625,5032,1789,163,1.08,5435,24.8,29.7,29.0,13.8,10.6,7.9,8.1,15.4,19503,29396,5475,1141,55.2,7,1,1,20,3,0,11.9,114432,propiedad,medio,ocupado
HOG000626,700,500,563,0.94,658,63.1,30.9,13.5,8.3,4.4,4.5,9.1,0.0,0,10419,11069,21,22.5,6,1,0,76,2,4,5.7,-30000,alquiler,superior,ocupado
HOG000627,6609,4814,0,0.47,3106,23.2,8.0,3.0,7.8,18.1,15.0,12.5,50.6,76992,0,0,232,2.0,3,3,1,58,0,9,0.0,340014,hipoteca,medio,ocupado
HOG000628,700,934,62,1.19,833,55.3,23.0,3.3,12.9,3.8,7.1,7.5,0.0,0,26058,10907,578,43.3,2,1,0,52,0,0,0.0,38845,propiedad,basico,ocupado
HOG000629,953,1009,1093,1.04,991,63.2,31.9,13.6,7.5,0.0,1.8,5.0,0.0,0,17840,14793,1135,49.6,3,1,0,44,0,4,17.2,93318,alquiler,basico,ocupado
HOG000630,3750,3599,0,0.76,2850,42.1,26.3,21.5,12.7,10.8,6.5,11.9,0.0,22093,16214,8064,708,58.8,6,2,2,20,3,4,4.1,23248,hipoteca,medio,ocupado
HOG000631,3933,2055,711,1.1,4326,27.2,27.3,21.2,11.0,4.7,12.2,8.1,0.0,34124,24235,5340,696,31.4,5,2,3,20,0,5,14.4,150292,propiedad,medio,ocupado
HOG000632,5237,1937,0,1.01,5289,32.3,19.5,13.8,9.1,12.9,5.1,9.7,10.0,33612,19714,6725,1144,48.5,5,2,1,39,3,6,2.2,5829,hipoteca,medio,ocupado
HOG000633,1304,1020,1516,1.0,1304,41.8,35.7,6.0,19.0,2.6,10.8,7.5,0.0,0,34710,15425,302,35.1,2,2,0,38,3,5,3.4,12092,propiedad,medio,parado
HOG000634,3310,2810,45,0.99,3277,34.2,18.8,13.6,12.2,7.5,9.8,8.1,6.9,6860,8870,10126,922,44.5,5,1,1,26,4,2,9.4,13735,propiedad,superior,parado
HOG000635,1457,654,318,1.04,1515,53.2,43.8,4.9,7.2,5.5,10.6,10.1,3.4,0,4855,8356,637,71.8,3,1,0,39,1,3,2.0,52564,propiedad,basico,parado
HOG000636,2791,3399,246,0.94,2624,40.9,28.3,23.6,22.2,16.0,6.5,6.1,16.3,6201,16352,1350,1083,24.6,5,3,1,24,3,0,1.5,-13030,propiedad,basico,ocupado
HOG000637,1983,830,882,0.87,1725,51.9,27.0,9.4,19.0,4.7,6.7,6.5,0.0,22677,16239,12297,1392,20.0,5,1,0,29,0,3,8.1,60556,alquiler,medio,parado
HOG000638,3193,3262,3079,1.09,3480,36.3,31.4,13.2,3.9,4.0,5.6,8.6,4.5,3429,18194,5391,9,27.0,2,2,1,20,4,5,14.5,110252,propiedad,basico,ocupado
HOG000639,2302,2276,3103,1.05,2417,43.9,11.7,19.0,4.4,2.6,12.7,10.8,8.8,22092,20145,1731,177,10.5,2,1,1,20,5,4,14.1,14198,propiedad,superior,ocupado
HOG000640,3645,1216,2681,1.07,3900,35.2,23.5,13.4,9.5,10.5,11.9,10.5,6.4,37968,14327,4062,1086,25.3,3,1,0,20,2,3,8.3,-30000,alquiler,medio,jubilado
HOG000641,2048,1467,1797,0.78,1597,27.1,32.1,18.8,13.8,9.9,2.8,5.1,5.9,0,25945,3613,717,31.3,4,2,2,30,2,6,10.5,49658,alquiler,medio,ocupado
HOG000642,6361,4238,0,0.51,3244,13.1,16.7,13.9,13.8,30.2,3.7,10.9,20.7,82975,0,5431,0,17.9,1,2,0,56,3,4,11.6,403156,hipoteca,superior,ocupado
HOG000643,5877,3056,1024,0.88,5172,30.5,26.3,18.4,13.3,11.9,6.1,10.8,0.0,12520,39382,15661,301,51.0,6,2,0,20,0,4,8.9,-30000,propiedad,basico,inactivo
HOG000644,3426,3522,497,1.03,3529,34.0,27.9,13.5,15.9,12.3,7.3,6.9,17.4,12906,15838,2900,1325,36.7,6,1,1,30,1,5,12.8,146354,alquiler,basico,parado
HOG000645,700,500,1070,1.29,903,54.7,31.8,4.6,16.6,1.0,2.4,2.5,0.0,0,14089,6440,669,44.4,2,1,0,24,0,2,0.0,150460,alquiler,basico,ocupado
HOG000646,8373,3515,0,0.47,3935,8.0,8.0,3.0,18.3,25.5,12.9,8.4,45.7,112682,7195,519,593,0.0,2,2,1,57,4,8,3.6,467047,propiedad,medio,jubilado
HOG000647,2860,2871,2068,1.04,2974,32.3,19.7,12.7,8.3,6.6,10.9,8.5,18.3,4329,22008,2429,749,32.0,1,0,0,49,0,0,7.2,-18097,propiedad,medio,ocupado
HOG000648,2802,1496,344,1.03,2886,37.2,15.0,20.0,17.9,10.1,5.3,17.3,13.1,31448,21142,10329,867,61.5,6,2,2,20,4,3,2.7,140486,alquiler,medio,jubilado
HOG000649,4564,1991,444,0.95,4336,49.7,22.2,15.6,13.2,0.1,10.6,7.5,4.6,24281,16353,13932,930,65.3,6,0,2,26,2,9,21.7,-30000,alquiler,basico,ocupado
HOG000650,1661,500,894,1.14,1894,64.8,38.2,3.0,19.2,2.8,1.4,4.3,2.3,29294,23367,11212,772,42.4,4,3,0,54,0,4,0.0,31238,propiedad,basico,ocupado
HOG000651,4205,1862,0,0.95,3995,44.9,24.2,19.1,11.3,12.5,5.9,3.2,0.0,0,8749,7199,829,31.2,7,2,0,25,5,4,10.7,106029,propiedad,medio,parado
HOG000652,700,500,735,0.85,595,67.4,26.4,11.1,13.5,5.5,0.0,1.5,0.6,6798,13844,6221,251,44.6,2,1,0,47,0,1,0.0,26199,alquiler,basico,inactivo
HOG000653,700,500,993,0.78,546,52.0,31.1,9.6,15.6,0.0,10.9,8.1,13.4,0,18906,11735,294,32.0,1,1,0,42,2,5,1.1,-13838,alquiler,basico,parado
HOG000654,2910,1892,2871,0.76,2212,36.0,34.1,9.7,6.1,2.9,9.7,6.7,13.4,0,14435,2239,791,12.8,5,2,1,38,6,3,8.3,86425,propiedad,medio,jubilado
HOG000655,1725,1513,797,1.12,1932,46.4,41.0,9.8,11.6,4.5,1.1,9.8,7.0,8333,25614,18069,445,20.8,6,1,0,25,0,3,0.0,103939,alquiler,medio,parado
HOG000656,700,500,1727,1.18,826,63.0,36.0,5.9,11.8,2.4,1.8,4.8,0.0,16816,18204,4471,380,63.2,3,1,0,53,2,0,7.0,38185,hipoteca,basico,parado
HOG000657,3126,1401,2663,0.86,2688,47.3,29.5,17.6,14.1,4.2,3.3,9.8,17.0,0,18098,10218,828,16.8,2,1,1,20,2,2,7.2,-30000,alquiler,superior,ocupado
HOG000658,7970,2899,0,0.77,6137,15.7,15.2,3.0,9.6,18.2,6.9,6.6,30.5,100123,0,6206,459,0.0,1,2,0,88,3,7,14.1,494816,propiedad,superior,ocupado
HOG000659,4219,3407,1031,1.18,4978,53.3,21.3,20.2,6.1,3.9,5.9,2.2,2.1,27749,39703,10418,656,58.0,3,3,1,20,0,4,14.3,-30000,hipoteca,basico,ocupado
HOG000660,961,500,1214,1.3,1249,66.9,38.0,5.0,11.7,6.9,4.4,3.8,0.0,12395,15288,8386,794,42.8,4,1,2,42,0,0,9.2,-25182,alquiler,basico,ocupado
HOG000661,2783,1550,291,1.3,3618,54.2,34.0,14.5,14.9,8.9,9.7,3.8,20.0,2321,15618,16218,906,59.3,5,1,1,20,5,5,10.7,-2640,propiedad,basico,jubilado
HOG000662,700,544,1184,1.14,798,55.0,35.9,12.3,18.7,0.7,3.8,3.9,6.3,0,8461,4790,703,39.7,4,2,0,63,0,1,2.0,-30000,alquiler,medio,ocupado
HOG000663,1330,1353,894,1.1,1463,63.8,33.3,4.5,16.1,0.0,0.1,3.8,9.8,0,26749,5858,1199,36.3,4,2,0,26,0,1,32.7,88908,alquiler,medio,inactivo
HOG000664,4627,1938,1824,0.93,4303,29.2,13.9,23.7,13.9,7.3,5.3,13.8,25.6,1110,8515,768,343,27.2,1,1,0,40,4,8,16.9,165307,hipoteca,medio,inactivo
HOG000665,2051,2177,0,1.06,2174,31.5,32.1,21.7,10.5,1.0,5.5,7.8,0.0,4901,37212,14204,1158,39.0,5,2,0,28,2,7,12.3,63572,alquiler,basico,jubilado
